comment,db_key,is_disabled,parent_rule_ref,rank,tag,access_rule.match_part.match_sources.match_source_ref.type,access_rule.match_part.match_sources.match_source_ref.value,access_rule.match_part.match_destinations.match_destination_ref.type,access_rule.match_part.match_destinations.match_destination_ref.value,access_rule.match_part.match_services.match_service_ref.type,access_rule.match_part.match_services.match_service_ref.value,access_rule.action.type,access_rule.option.log_policy.closing_mode,access_rule.option.log_policy.log_level,access_rule.option.log_policy.mss_enforce,access_rule.match_part.match_services.match_service_ref.ref_key,access_rule.option.log_policy.log_compression,comment_rule.background_color,access_rule.match_part.user_match.user.class_id,access_rule.match_part.user_match.user.display_name,access_rule.match_part.user_match.user.domain,access_rule.match_part.user_match.user.ref,access_rule.match_part.user_match.auth_service.ref,access_rule.match_part.user_match.auth_service.ref_key,access_rule.vpn_action.meta_mobile_vpn,access_rule.vpn_action.type,access_rule.vpn_action.vpn_ref.ref,name,access_rule.match_part.match_sources.match_source_ref.ref_key,access_rule.option.decrypting,access_rule.option.deep_inspection,access_rule.option.log_policy.application,access_rule.option.conn_tracking,nat_rule.valid_fw_ref,nat_rule.match_part.match_sources.match_source_ref.type,nat_rule.match_part.match_sources.match_source_ref.value,nat_rule.match_part.match_destinations.match_destination_ref.type,nat_rule.match_part.match_destinations.match_destination_ref.value,nat_rule.match_part.match_services.match_service_ref.ref_key,nat_rule.match_part.match_services.match_service_ref.type,nat_rule.match_part.match_services.match_service_ref.value,nat_rule.action.type,nat_rule.option.log_policy.closing_mode,nat_rule.option.log_policy.log_level,nat_rule.option.log_policy.mss_enforce,nat_rule.option.nat_src.dynamic_nat.generate_arp,nat_rule.option.nat_src.dynamic_nat.packet_description.first_port,nat_rule.option.nat_src.dynamic_nat.packet_description.last_port,nat_rule.option.nat_src.dynamic_nat.packet_description.ne_ref
Generated based on the log event 2025-08-03 11:15:00 from Virtual Firewall AIC-Context-New,11930,false,Access rule : insert point,-29.12696,2099315.0,network_element,host-10.53.127.112,network_element,10.53.222.2,string,none,allow,true,stored,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11769,false,Access rule : insert point,-28.12696,2099142.2,network_element,AI_Wireless,network_element,8.8.8.8,service,DNS,allow,true,undefined,false,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11767,false,Access rule : insert point,-27.75196,2099140.2,network_element,AI_Wireless,network_element | network_element,AIC-AlexVPN | AIC_Subnet,service,ANY,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11768,false,Access rule : insert point,-27.62696,2099141.2,network_element,AI_Wireless,network_element,Not Internal,service | service | service | service | service | service,10443 | 4001-4002 | 8013 | 8015 | HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDWAN puplish rules,11411,false,Access rule : insert point,-27.50196,2098764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11731,false,Access rule : insert point,-26.808601,2098813.3,network_element | network_element | network_element,172.26.80.244 | 172.26.80.245 | 172.26.80.246,network_element | network_element | network_element | network_element | network_element,10.53.105.252 | 10.53.107.34 | 10.53.107.70 | host-10.53.150.249 | NGINX-Reverse-Proxy-VM 1,service | service | service,HTTP | HTTPS | ICMP,allow,true,undefined,false,330 | 332 | 121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deny AND Delete rules,11437,false,Access rule : insert point,-25.87696,2098790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11732,false,Access rule : insert point,-25.812508,2099102.0,network_element,AI_Wireless,network_element,Not Internal,service | service,ssh | tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11733,false,Access rule : insert point,-25.81202,2099104.0,network_element,AI_Wireless,network_element | network_element | network_element | network_element | network_element,10.53.106.100 | 10.53.106.247 | Cairo_EPM_Prd_Web_Server | Docker Registry Server | Internal WordPress,service | service,HTTP | HTTPS,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11734,false,Access rule : insert point,-25.698769,2099120.1,network_element,AI_Wireless,network_element,10.53.106.241,service,3000,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11904,false,Access rule : insert point,-25.642143,2099286.1,network_element | network_element,10.58.120.0/24 | 10.58.127.0/24,network_element,10.53.106.241,service,3000,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11735,false,Access rule : insert point,-25.585518,2099115.1,network_element,AI_Wireless,network_element,Git_Server,service | service | service,HTTP | HTTPS | tcp_service_22,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11736,false,Access rule : insert point,-25.359015,2099114.1,network_element,AI_Wireless,network_element,10.53.120.0/24,service | service,ICMP | tcp_service_22,discard,true,undefined,false,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11737,true,Access rule : insert point,-24.90601,2099113.2,network_element,AI_Wireless,network_element,network-10.53.127.0/24,service,tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11738,false,Access rule : insert point,-24.0,2099112.1,network_element,AI_Wireless,network_element | network_element,dns1 | dns2,service | service,123 | tcp_service_123,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11739,false,Access rule : insert point,-23.0,2099111.3,network_element,AI_Wireless,network_element,Windows Update Server,service | service | service | service | service | service | service | service | service | service | service | service,137 | 137_TCP | 138 | 138/TCP | 139 | 445 | 8530-8531 | HTTP | HTTPS | TCP_139 | tcp_service_135 | udp_service_135,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11740,false,Access rule : insert point,-22.0,2099110.1,network_element,AI_Wireless,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service | service | service | service,3268-3269 | 445 | 464 | 49152-65535-tcp | 88 | 88-tcp | DNS | Kpasswd | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | NTP (TCP) | NTP (UDP) | tcp_service_135,discard,true,undefined,false,444 | 345 | 347 | 457 | 348 | 362 | 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11741,false,Access rule : insert point,-21.0,2099109.1,network_element,AI_Wireless,network_element,NLP Annotation Server,service | service | service | service | service | service | service | service | service,10001 | 10015-10016 | 8000tcp | 8091 | 9000 | 9443 | HTTP | HTTPS | tcp_service_22,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11742,false,Access rule : insert point,-20.0,2099108.1,network_element,AI_Wireless,network_element,10.53.222.0/24,service | service | service | service | service | service,8000tcp | 8080 | 8081 | HTTP | HTTPS | tcp_service_22,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11743,false,Access rule : insert point,-19.0,2099107.1,network_element,AI_Wireless,network_element,NEW_SERVER_MGMT,service | service | service | service | service,8080 | HTTP | HTTPS | Remote Desktop | tcp_service_22,discard,true,undefined,false,330 | 332 | 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11746,false,Access rule : insert point,-16.75,2099117.1,network_element,AI_Wireless,network_element,network-10.53.230.0/24,service | service | service | service | service | service,161 | 9100 | 9101 | HTTP | HTTPS | TCP_161,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11748,false,Access rule : insert point,-16.375,2099119.1,network_element,AI_Wireless,network_element,102.217.68.120,service,5555,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11751,false,Access rule : insert point,-15.5,2098791.0,network_element,10.53.125.0/24,network_element,host-10.54.135.249,service,6443,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11907,false,Access rule : insert point,-15.25,2099289.0,network_element | network_element,10.53.135.243 | 10.53.135.244,network_element,10.53.101.60,service | service | service | service | service | service | service | service | service | service | service,111 | 137 | 138 | 300-306 | 300t0306 | 304-405 | 445 | NFS (TCP) | NFS (UDP) | TCP_139 | udp_service_111,discard,true,undefined,false,12046 | 423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11912,false,Access rule : insert point,-15.1875,2099296.1,network_element | network_element | network_element | network_element | network_element,10.53.135.243 | 10.53.135.244 | 10.58.125.0./24 | Alexandria_IT_Admin_125 | network-10.53.125.0/24,network_element,10.53.102.60-69 ,service,8080,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11919,false,Access rule : insert point,-15.15625,2099304.0,network_element | network_element | network_element,10.58.125.0./24 | Alexandria_IT_Admin_125 | network-10.53.125.0/24,network_element | network_element,10.53.135.243 | 10.53.135.244,service,8000tcp,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11911,false,Access rule : insert point,-15.125,2099295.1,network_element | network_element | network_element | network_element | network_element,AIC SWD | Cairo_R&D_Team_126 | network-10.53.106.0/24 | network-10.53.107.0/24 | network-10.53.125.0/24,network_element,10.53.101.60,service | service | service | service | service | service | service | service | service | service | service | service | service | service,"111 | 137 | 138 | 300-306 | 300t0306 | 445 | 9021, | 9022 | MSRPC (TCP) | MSRPC (UDP) | NFS (TCP) | NFS (UDP) | TCP_139 | udp_service_111",discard,true,undefined,false,280 | 10013 | 12046 | 423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11634,false,Access rule : insert point,-15.0,2098982.1,network_element,10.53.106.242,network_element,network-10.53.107.0/24,service,31500,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11474,false,Access rule : insert point,-14.0,2098798.3,network_element,10.53.150.248,network_element,host-10.53.101.248,service | service | service | service | service | service | service | service | service,139 | 445 | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN | Sun RPC (UDP) | tcp_service_111 | tcp_service_2049 | udp_service_2049,discard,true,undefined,false,420 | 422 | 356 | 437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11439,false,Access rule : insert point,-13.0,2098792.2,network_element | network_element | network_element | network_element,10.53.130.0/24 | 10.53.222.2 | AIC_Cluster1_server | host-10.53.127.11,network_element,network-10.53.107.0/24,service | service | service,HTTP | HTTPS | ssh,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11440,false,Access rule : insert point,-12.0,2098793.2,network_element,Cairo_R&D_Team_126-,network_element,host-10.54.135.249,service,6443,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11441,true,Access rule : insert point,-11.0,2098794.2,network_element | network_element,10.53.106.250 | Explatory VM,network_element,10.53.107.253,service | service | service,HTTP | HTTPS | ssh,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11442,true,Access rule : insert point,-10.0,2098795.2,network_element | network_element | network_element,10.53.106.242 | 10.53.106.250 | Explatory VM,network_element,10.53.107.253,service,6443,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11633,true,Access rule : insert point,-9.0,2098983.2,network_element | network_element | network_element,10.53.106.242 | 10.53.106.250 | Explatory VM,network_element,10.53.107.100,service,6443,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11443,true,Access rule : insert point,-8.0,2098796.2,network_element | network_element | network_element,10.53.106.242 | 10.53.106.250 | Explatory VM,network_element,network-10.53.107.0/24,service | service,HTTP | HTTPS,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11513,false,Access rule : insert point,-7.0,2098857.1,network_element,10.53.125.0/24,network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,service,Remote Desktop,discard,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11514,true,Access rule : insert point,-6.0,2098858.2,network_element,10.53.125.0/24,network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,service | service | service,SSH | ssh | tcp_service_22,discard,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11515,true,Access rule : insert point,-5.0,2098859.2,network_element,10.53.125.0/24,network_element,network-10.53.140.0/24,service | service | service | service,5900 | 9090 | Remote Desktop | tcp_service_22,discard,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11516,false,Access rule : insert point,-4.0,2098860.1,network_element,10.53.125.0/24,network_element,host-10.53.150.249,service | service,3000-9000 | 9090,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11574,false,Access rule : insert point,-3.0,2098928.2,network_element | network_element,10.53.125.0/24 | network-10.53.125.0/24,network_element | network_element,10.53.222.0/24 | 10.53.222.2,service | service | service,8000tcp | SSH | tcp_service_22,discard,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11518,true,Access rule : insert point,-2.0,2098862.2,network_element,network-10.53.140.0/24,network_element,host-10.53.101.248,service | service | service | service | service | service | service,137 | 138 | 445 | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11519,true,Access rule : insert point,-1.0,2098863.2,network_element,network-10.53.140.0/24,network_element,10.53.101.252,service | service | service | service,137 | 138 | 445 | TCP_139,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11520,false,Access rule : insert point,0.0,2098864.1,network_element,10.53.222.2,network_element,10.53.106.241,service,tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11521,false,Access rule : insert point,1.0,2098865.1,network_element,10.53.222.3,network_element,10.53.106.241,service,tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11522,false,Access rule : insert point,2.0,2098866.1,network_element,10.54.125.0,network_element,ISE_mcit4,service,8445,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11523,true,Access rule : insert point,3.0,2098867.2,network_element,10.54.125.0,network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,service,Remote Desktop,discard,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11524,false,Access rule : insert point,4.0,2098868.1,network_element,10.54.125.0,network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,service | service,SSH | tcp_service_22,discard,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11525,true,Access rule : insert point,5.0,2098869.2,network_element,10.54.125.0,network_element,network-10.53.140.0/24,service | service | service | service | service,5900 | 9090 | Remote Desktop | SSH | tcp_service_22,discard,true,undefined,false,281 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11526,false,Access rule : insert point,6.0,2098870.1,network_element,10.54.125.0,network_element,host-10.53.150.249,service | service,3000-9000 | 9090,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11527,false,Access rule : insert point,7.0,2098871.1,network_element,10.54.125.0,network_element,10.53.222.2,service | service | service,8000tcp | SSH | tcp_service_22,discard,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11534,false,Access rule : insert point,8.0,2098884.2,network_element,hpc cluster 4 login node,network_element,hpc cluster 2 login node,service | service | service,8000-8008 | 8000-8008/tcp | tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11535,false,Access rule : insert point,9.0,2098885.1,network_element,Cairo_R&D_Team_126,network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,service,tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11540,false,Access rule : insert point,10.0,2098890.1,network_element,network-10.53.127.0/24,network_element,196.219.237.216,service,range-14821,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11541,true,Access rule : insert point,11.0,2098891.3,network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,network_element,network-10.53.106.0/24,service | service | service,tcp_service_22 | tcp_service_443 | tcp_service_80,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11605,true,Access rule : insert point,12.0,2098956.3,network_element | network_element | network_element | network_element | network_element,10.53.130.0/24 | AIC SWD | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126 | network-10.54.129.0/24,network_element,106_Deny_ip,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,discard,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11542,false,Access rule : insert point,13.0,2098892.1,network_element,network-10.53.128.0/24,network_element,host-10.53.101.248,service | service | service | service | service | service | service | service,137 | 138 | 139 | 445 | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11543,false,Access rule : insert point,14.0,2098893.1,network_element,network-10.53.128.0/24,network_element,host-10.53.120.88,service | service,8001-8009 | 8001-8009udp,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11544,false,Access rule : insert point,15.0,2098896.1,network_element,hpc cluster 2 login node,network_element,hpc cluster 4 login node,service | service | service,8000-8008 | 8000-8008/tcp | tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11545,false,Access rule : insert point,16.0,2098897.1,network_element,hpc cluster 2 login node,network_element,10.53.123.250,service,tcp_service_25,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11546,true,Access rule : insert point,17.0,2098898.2,network_element,10.53.130.0/24,network_element | network_element,network-10.53.127.0/24 | network-10.53.128.0/24,service | service | service,tcp_service_22 | tcp_service_443 | tcp_service_80,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11547,true,Access rule : insert point,18.0,2098899.2,network_element,10.53.130.0/24,network_element,network-10.53.140.0/24,service | service | service | service | service | service | service | service,3000 | 8000tcp | 8080 | 8081 | RDP | tcp_service_22 | tcp_service_443 | tcp_service_80,discard,true,undefined,false,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11548,false,Access rule : insert point,19.0,2098900.3,network_element | network_element,dns1 | dns2,network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,service | service | service | service,tcp_service_123 | tcp_service_53 | udp_service_123 | udp_service_53,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11550,false,Access rule : insert point,20.0,2098902.2,network_element | network_element,AD1 | AD2,network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,service | service | service | service,tcp_service_123 | tcp_service_53 | udp_service_123 | udp_service_53,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11551,false,Access rule : insert point,21.0,2098903.2,network_element | network_element,AD1 | AD2,network_element,hpc cluster 2 login node,service | service,tcp_service_53 | udp_service_53,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11554,true,Access rule : insert point,22.0,2098906.2,network_element,network-10.53.140.0/24,network_element | network_element,dns1 | dns2,service | service | service | service,tcp_service_123 | tcp_service_53 | udp_service_123 | udp_service_53,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11555,false,Access rule : insert point,23.0,2098907.1,network_element,10.53.222.0/24,network_element,network-10.53.127.0/24,service | service,8001-8009 | 8001-8009udp,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11556,false,Access rule : insert point,24.0,2098908.1,network_element, Internal Reverse Proxy(Engine x),network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,service,tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11557,false,Access rule : insert point,25.0,2098909.1,network_element, Internal Reverse Proxy(Engine x),network_element | network_element,host-10.53.128.20 | hpc cluster 2 login node,service | service,Ping | tcp_service_22,discard,true,undefined,false,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11558,false,Access rule : insert point,26.0,2098910.1,network_element,Alexandria_R&D_Team_126   ,network_element | network_element,AIC_Cluster1_server | host-10.53.127.11,service,tcp_service_22,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11569,true,Access rule : insert point,27.0,2098923.5,network_element | network_element | network_element | network_element,AIC_Cluster1_server | AIC_Cluster1_Server2 | host-10.53.127.11 | hpc cluster 2 login node,network_element,ANY,service | service | service | service,tcp_service_443 | tcp_service_53 | tcp_service_80 | udp_service_53,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11571,true,Access rule : insert point,28.0,2098925.2,network_element,network-10.53.140.0/24,network_element,ANY,service | service,tcp_service_443 | tcp_service_80,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11579,false,Access rule : insert point,29.0,2098932.1,network_element,10.53.130.0/24,network_element,10.53.106.245,service | service | service | service | service | service | service,8080 | 8081 | ICMP | Remote Desktop | tcp_service_22 | tcp_service_443 | tcp_service_80,discard,true,undefined,false,121 | 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11580,false,Access rule : insert point,30.0,2098933.1,network_element,AIC Operations,network_element | network_element | network_element | network_element | network_element,10.53.106.239 | 10.53.106.244 | 10.53.106.248 | host-10.53.106.228 | IT Assets Inventory,service | service,tcp_service_443 | tcp_service_80,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11581,false,Access rule : insert point,31.0,2098934.1,network_element,AI_Wireless,network_element | network_element | network_element | network_element | network_element,10.53.106.239 | 10.53.106.244 | 10.53.106.248 | host-10.53.106.228 | IT Assets Inventory,service | service,tcp_service_443 | tcp_service_80,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11599,false,Access rule : insert point,32.0,2098951.1,network_element | network_element,10.54.200.0/24 | AIC Operations,network_element,smtp.office365.com,service | service,587 | SMTP Submission Service,discard,true,undefined,false,12005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general rules,11414,false,Access rule : insert point,33.0,2098765.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11965,false,Access rule : insert point,33.25,2099356.0,network_element,AIC_Subnet,network_element,Root WAF Network,service | service,HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11862,false,Access rule : insert point,33.5,2099245.2,network_element,Root WAF Network,network_element | network_element | network_element,AIC RProxy Network | host-10.53.116.80 | host-10.53.118.60,service,ANY,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11929,false,Access rule : insert point,33.625,2099313.1,network_element | network_element | network_element,10.53.120.0/24 | network-10.53.127.0/24 | network-10.53.128.0/24,network_element | network_element,10.53.222.2 | 10.53.222.22,service | service | service,SSH | ssh | tcp_service_22,allow,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11971,false,Access rule : insert point,33.65625,2099363.1,network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.106.242 | 10.53.106.250 | Explatory VM | host-10.53.106.234 | host-10.53.106.235 | R&D Jump Machine | SW Jump Machine,network_element,network-10.53.118.0/24,service | service | service | service | service,3000-10000 | 30000-32768 | HTTP | HTTPS | SSH,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11972,false,Access rule : insert point,33.671875,2099364.0,network_element | network_element | network_element,10.53.106.229 | 10.53.106.230 | 10.53.106.231,network_element,Thebes_K8s_Ingress,service | service,HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11973,false,Access rule : insert point,33.679688,2099365.0,network_element,network-10.53.118.0/24,network_element | network_element,Docker Registry Server | Git_Server,service | service | service,HTTP | HTTPS | SSH,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11931,false,Access rule : insert point,33.6875,2099316.0,network_element | network_element | network_element,10.53.120.0/24 | network-10.53.127.0/24 | network-10.53.128.0/24,network_element | network_element,10.53.222.2 | 10.53.222.22,application | service | service,SSH | ssh | tcp_service_22,allow,true,undefined,false,790019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11898,false,Access rule : insert point,33.75,2099280.2,network_element,SCCM Server,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.125.0 | 10.54.135.0/24 | 10.54.200.0/24 | AIC Operations | AIC SWD | AIC-CAI-IT | Alexandria_R&D_Team_126    | Alexandria_Software_129 | Cairo_EPM_Prd_DB | Cairo_EPM_Stg_Web | Cairo_HPC_Team_130 | Cairo_Office365_VM_123 | Cairo_R&D_Team_126 | network-10.53.106.0/24 | network-10.53.112.0/24 | network-10.53.135.0/24 | network-10.53.41.0/24,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,10123tcp | 1024-65535 | 2701 | 2701-2702 | 2702 | 389/TCP | 445 | 49152-65535-tcp | 63000-64000 | 8530-8531 | DHCP | Discard Protocol (UDP) | DNS (UDP) | HTTP | HTTPS | LDAPS (TCP) | LDAPS (UDP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | MSRPC (TCP) | NetBIOS Datagram | NetBIOS-NS (UDP) | Remote Desktop | SMB-TCP | TCP_139 | udp_service_135,allow,true,undefined,false,413 | 414 | 330 | 332 | 348 | 458 | 12038 | 12040 | 280 | 420 | 422 | 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11908,false,Access rule : insert point,33.8125,2099292.0,network_element | network_element | network_element | network_element | network_element,10.53.135.252-10.53.135.253 | AD1 | AD2 | dns1 | DNS2,network_element | network_element,10.53.101.60 | host-10.53.102.60,service | service | service,DNS | DNS (TCP with SafeSearch) | DNS (UDP),allow,true,undefined,false,444 | 12069 | 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11928,false,Access rule : insert point,33.828125,2099314.1,network_element | network_element,10.53.125.0/24 | 10.54.125.0/24,network_element | network_element | network_element,10.53.102.60-69  | host-10.53.102.60 | host-10.53.102.69,service,8080,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
