comment,db_key,is_disabled,parent_rule_ref,rank,tag,access_rule.match_part.match_sources.match_source_ref.type,access_rule.match_part.match_sources.match_source_ref.value,access_rule.match_part.match_destinations.match_destination_ref.type,access_rule.match_part.match_destinations.match_destination_ref.value,access_rule.match_part.match_services.match_service_ref.type,access_rule.match_part.match_services.match_service_ref.value,access_rule.action.type,access_rule.option.log_policy.closing_mode,access_rule.option.log_policy.log_level,access_rule.option.log_policy.mss_enforce,access_rule.match_part.match_services.match_service_ref.ref_key,access_rule.option.log_policy.log_compression,comment_rule.background_color,access_rule.match_part.user_match.user.class_id,access_rule.match_part.user_match.user.display_name,access_rule.match_part.user_match.user.domain,access_rule.match_part.user_match.user.ref,access_rule.match_part.user_match.auth_service.ref,access_rule.match_part.user_match.auth_service.ref_key,access_rule.vpn_action.meta_mobile_vpn,access_rule.vpn_action.type,access_rule.vpn_action.vpn_ref.ref,name,access_rule.match_part.match_sources.match_source_ref.ref_key,access_rule.option.decrypting,access_rule.option.deep_inspection,access_rule.option.log_policy.application,access_rule.option.conn_tracking,nat_rule.valid_fw_ref,nat_rule.match_part.match_sources.match_source_ref.type,nat_rule.match_part.match_sources.match_source_ref.value,nat_rule.match_part.match_destinations.match_destination_ref.type,nat_rule.match_part.match_destinations.match_destination_ref.value,nat_rule.match_part.match_services.match_service_ref.ref_key,nat_rule.match_part.match_services.match_service_ref.type,nat_rule.match_part.match_services.match_service_ref.value,nat_rule.action.type,nat_rule.option.log_policy.closing_mode,nat_rule.option.log_policy.log_level,nat_rule.option.log_policy.mss_enforce,nat_rule.option.nat_src.dynamic_nat.generate_arp,nat_rule.option.nat_src.dynamic_nat.packet_description.first_port,nat_rule.option.nat_src.dynamic_nat.packet_description.last_port,nat_rule.option.nat_src.dynamic_nat.packet_description.ne_ref
,11688,false,Access rule : insert point,109.0,2097829.5,network_element | network_element | network_element | network_element,ISE_mcit1 | ISE_mcit2 | ISE_mcit3 | ISE_mcit4,network_element | network_element,AD1 | AD2,service,ANY,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10342,false,Access rule : insert point,110.0,2097791.3,network_element,network-10.56.0.0/16,network_element,ANY,service,rtp-ports -,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10343,false,Access rule : insert point,111.0,2097792.4,network_element,ANY,network_element,network-10.56.0.0/16,service,rtp-ports -,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10344,false,Access rule : insert point,112.0,2097793.4,network_element,MNOT,network_element,network-10.56.0.0/16,service,admin-to-voip-endpoint,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10345,false,Access rule : insert point,113.0,2097794.4,network_element,network-10.56.0.0/16,network_element,MCIT PhoneVLAN,service,rtp-ports -,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10346,false,Access rule : insert point,114.0,2097795.4,network_element,MCIT PhoneVLAN,network_element,network-10.56.0.0/16,service,rtp-ports -,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10347,false,Access rule : insert point,115.0,2097796.4,network_element,network-10.56.0.0/16,network_element,VGW,service | service,NTP (UDP) | rtp-ports -,allow,true,undefined,false,425,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10348,false,Access rule : insert point,116.0,2097797.4,network_element,VGW,network_element,network-10.56.0.0/16,service,rtp-ports -,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10349,false,Access rule : insert point,117.0,2097798.4,network_element,jabber-client,network_element,network-10.56.0.0/16,service,rtp-ports -,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10350,false,Access rule : insert point,118.0,2097799.4,network_element,network-10.56.0.0/16,network_element,jabber-client,service,rtp-ports -,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10351,false,Access rule : insert point,119.0,2097800.4,network_element,CUCM,network_element,network-10.56.0.0/16,service,cucm-voip,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10352,false,Access rule : insert point,120.0,2097801.4,network_element,network-10.56.0.0/16,network_element,CUCM,service,voip-cucm,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10353,false,Access rule : insert point,121.0,2097802.4,network_element,network-10.56.0.0/16,network_element | network_element,10.111.100.55 | 10.151.100.55  ,service,Voip-imp,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10354,false,Access rule : insert point,122.0,2097803.4,network_element,network-10.56.0.0/16,network_element,MNOT,service | service,37200 | 49152-65535,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10355,false,Access rule : insert point,123.0,2097804.4,network_element,network-10.56.0.0/16,network_element,CUC,service,voip-cuc,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10356,false,Access rule : insert point,124.0,2097805.4,network_element,CUC,network_element,network-10.56.0.0/16,service,16384-32767,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10357,false,Access rule : insert point,125.0,2097806.4,network_element,network-10.56.0.0/16,network_element,10.111.100.60,service,16384-32767,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10358,false,Access rule : insert point,126.0,2097807.4,network_element,10.111.100.60,network_element,network-10.56.0.0/16,service,16384-32767,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10359,false,Access rule : insert point,127.0,2097808.4,network_element,PCA,network_element,network-10.56.0.0/16,service,pca-voip,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10360,false,Access rule : insert point,128.0,2097809.4,network_element,network-10.56.0.0/16,network_element,xml-server,service | service,HTTP | tcp_service_8080,allow,true,undefined,false,330,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10361,false,Access rule : insert point,129.0,2097810.4,network_element,xml-server,network_element,network-10.56.0.0/16,service | service,HTTP | tcp_service_8080,allow,true,undefined,false,330,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wireless guest,10362,false,Access rule : insert point,130.0,2097811.4,,,,,,,,,,,,,-13159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10365,false,Access rule : insert point,133.0,2097814.5,network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.127 | 10.53.126.69 | 10.53.200.22,network_element,ISE_mcit4,service,8445,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD Connect,10366,false,Access rule : insert point,134.0,2097815.5,,,,,,,,,,,,,-26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10367,false,Access rule : insert point,135.0,2097816.8,network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,network_element | network_element,AD1 | AD2,service,AD_services,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11879,false,Access rule : insert point,135.25,2099262.1,network_element | network_element,BCAAA-AIC-170 | BCAAAA-AIC,network_element | network_element,AD1 | AD2,service,AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11880,false,Access rule : insert point,135.375,2099263.1,network_element | network_element,AD1 | AD2,network_element | network_element,BCAAA-AIC-170 | BCAAAA-AIC,service | service | service | service,139 | 445 | TCP_139 | tcp_service_135,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11861,false,Access rule : insert point,135.5,2099244.1,network_element | network_element | network_element,FAC | VFX-AIC | VHX-AIC,network_element | network_element,AD1 | AD2,service | service,LDAP (TCP) | LDAPS (TCP),allow,true,undefined,false,347 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11975,false,Access rule : insert point,135.75,2099366.1,network_element | network_element,VFX-AIC | VHX-AIC,network_element | network_element,dns1 | dns2,service | service | service | service,DNS (TCP) | DNS (UDP) | LDAP (TCP) | LDAPS (TCP),allow,true,undefined,false,321 | 414 | 347 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10368,false,Access rule : insert point,136.0,2097817.5,network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,network_element | network_element,dns1 | dns2,service | service | service | service,DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP),allow,true,undefined,false,321 | 414 | 362 | 425,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10369,false,Access rule : insert point,137.0,2097818.5,network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,network_element,Outside,service | service,HTTP | HTTPS,allow,true,undefined,false,330 | 332,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11947,true,Access rule : insert point,137.5,2099336.5,network_element | network_element,AIC JUMP POINT  | Alexandria_IT_Admin_125,network_element | network_element | network_element | network_element,10.53.41.1 | 172.26.12.163 | 172.26.12.164 | PRA IN 1 ,service | service | service,HTTP | HTTPS | ICMP,allow,true,undefined,false,330 | 332 | 121,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domain rules,10370,false,Access rule : insert point,138.0,2097819.5,,,,,,,,,,,,,-13159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10371,false,Access rule : insert point,139.0,2097820.6,network_element | network_element,MCIT-DC1 | MCIT-DC2,network_element | network_element,AD1 | AD2,service | service,DNS (TCP) | DNS (UDP),allow,true,undefined,false,321 | 414,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11878,false,Access rule : insert point,139.25,2099261.5,network_element | network_element | network_element | network_element,EMS114 | host-192.168.206.130 | host-192.168.206.131 | MCIT-EMS,network_element | network_element,AD1 | AD2,service | service | service | service,389 | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),allow,true,undefined,false,347 | 457 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11967,false,Access rule : insert point,139.3125,2099358.0,network_element,LogRhythm_Dashboard,network_element | network_element,AD1 | AD2,service | service | service | service,389 | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),allow,true,undefined,false,347 | 457 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11936,false,Access rule : insert point,139.375,2099321.2,network_element | network_element | network_element,172.26.12.163 | 172.26.12.164 | PRA IN 1 ,network_element | network_element,AD1 | AD2,service | service | service | service | service,389 | ICMP | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),allow,true,undefined,false,121 | 347 | 457 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11941,false,Access rule : insert point,139.46875,2099327.5,network_element | network_element,Alexandria_IT_Admin_125 | MSOT,network_element | network_element,10.53.41.1 | AIC JUMP POINT ,service | service | service,ICMP | RDP remote | Remote Desktop,allow,true,undefined,false,121 | 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11948,false,Access rule : insert point,139.48438,2099337.0,network_element,AIC JUMP POINT ,network_element | network_element | network_element | network_element,10.53.41.1 | 172.26.12.163 | 172.26.12.164 | PRA IN 1 ,service | service | service,HTTP | HTTPS | ICMP,allow,true,undefined,false,330 | 332 | 121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11950,false,Access rule : insert point,139.49219,2099341.5,network_element,AIC JUMP POINT ,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.210.170.192 | 10.53.102.38 | 10.53.102.39 | 10.53.102.40 | 10.53.102.51 | 10.53.104.251 | 10.53.105.252 | 10.53.106.219 | 10.53.106.220 | 10.53.106.236 | 10.53.106.238 | 10.53.123.250 | 10.53.125.1 | 10.53.41.1 | 10.54.135.239 | Active Connect Client | AD1 | AD2 | Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | dns1 | dns2 | emsin.mcit.gov.eg | Git_Server | host-10.53.102.31 | host-10.53.102.32 | host-10.53.102.53 | host-10.53.116.252 | host-10.53.116.253 | host-10.53.117.253 | host-10.53.117.254 | NGINX-Reverse-Proxy-VM 1 | Proxy Agent 1 | Proxy Agent 2 | vCenter Virtualization Manager | VMware Hypervisor 1 | VMware Hypervisor 2 | VMware Hypervisor 3 | VMware Hypervisor 4 | Windows Update Server,service | service | service | service | service,HTTP | HTTPS | ICMP | Remote Desktop | SSH,allow,true,undefined,false,330 | 332 | 121 | 281 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11857,false,Access rule : insert point,139.5,2099240.1,network_element,ZTNA-AIC-INT,network_element | network_element,dns1 | dns2,service | service,DNS (TCP) | DNS (UDP),allow,true,undefined,false,321 | 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11376,false,Access rule : insert point,140.0,2098727.5,network_element | network_element,AI_Wireless | Cairo_R&D_Team_126,network_element,10.53.106.241,service | service,3000 | 3000-udp,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11360,false,Access rule : insert point,141.0,2098711.5,network_element,host-10.53.106.228,network_element | network_element,AD1 | AD2,service | service | service | service,389 | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),allow,true,undefined,false,347 | 457 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10372,false,Access rule : insert point,142.0,2097821.5,network_element | network_element,AD1 | AD2,network_element,hpc cluster 2 login node,service | service,DNS (TCP) | DNS (UDP),allow,true,undefined,false,321 | 414,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11877,false,Access rule : insert point,142.5,2099260.0,network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element,Alex-Kubernetes,service | service,DNS (TCP) | DNS (UDP),allow,true,undefined,false,321 | 414,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10373,false,Access rule : insert point,143.0,2097822.5,network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element | network_element,MCIT-DC1 | MCIT-DC2,service | service,DNS (TCP) | DNS (UDP),allow,true,undefined,false,321 | 414,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated based on the log event 2022-02-14 09:10:13 from Virtual Firewall AI_Cluster- AIC-Context,10374,false,Access rule : insert point,144.0,2097823.5,network_element,network-10.53.107.0/24,network_element,AD2,service,DNS (UDP),allow,true,undefined,false,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated based on the log event 2021-12-29 21:02:52 from Firewall Cluster AI_Cluster,10375,false,Access rule : insert point,145.0,2097824.5,network_element,host-10.53.102.22,network_element,DNSServer,service,Echo Request (No Code),allow,true,undefined,false,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11417,false,Access rule : insert point,146.0,2098771.4,network_element,host-10.53.127.11,network_element,ANY,service | service | service,DNS (TCP) | HTTP | HTTPS,allow,true,undefined,false,321 | 330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10376,false,Access rule : insert point,147.0,2097825.20,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.135.0/24 | 10.54.200.0/24 | AI-lab | AIC-DEV-RANGE | AIC-HPC-RANGE | AIC-IT-RANGE | Alex-BMC | Alex-Kubernetes | Alex_VM_Internal | Cairo_R&D_Team_126- | Hypervisors_102 | network-10.53.106.0/24 | network-10.53.127.0/24 | network-10.53.128.0/24 | network-10.53.150.0/24 | network-10.53.222.0/24 | users,network_element | network_element,dns1 | dns2,service | service | service | service | service | service,DNS | DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP) | tcp_service_53,allow,true,undefined,false,444 | 321 | 414 | 362 | 425,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11639,false,Access rule : insert point,148.0,2098988.1,network_element | network_element,dns1 | dns2,network_element,Alexandria_K8s_Metallb,service | service,DNS (TCP) | DNS (UDP),allow,true,undefined,false,321 | 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11640,false,Access rule : insert point,149.0,2098989.1,network_element | network_element,AD1 | AD2,network_element,Alexandria_K8s_Metallb,service | service,DNS (TCP) | DNS (UDP),allow,true,undefined,false,321 | 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11350,false,Access rule : insert point,150.0,2098701.6,network_element | network_element,10.53.106.240 | SW Debug VM,network_element | network_element,AD1 | AD2,service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),allow,true,undefined,false,347 | 457 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10377,false,Access rule : insert point,151.0,2097826.6,network_element,network-10.53.123.0/24,network_element | network_element,dns1 | dns2,service | service | service | service,DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP),allow,true,undefined,false,321 | 414 | 362 | 425,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10378,false,Access rule : insert point,152.0,2097827.5,network_element | network_element,dns1 | dns2,network_element | network_element | network_element | network_element | network_element,time.google.com | time1.google.com | time2.google.com | time3.google.com | time4.google.com,service | service,NTP (TCP) | NTP (UDP),allow,true,undefined,false,362 | 425,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11643,false,Access rule : insert point,153.0,2098998.3,network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_DB_Server | Cairo_EPM_Stg_Web_Server,network_element | network_element,dns1 | dns2,service | service | service | service | service | service,DNS | DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP) | tcp_service_53,allow,true,undefined,false,444 | 321 | 414 | 362 | 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11871,false,Access rule : insert point,153.5,2099254.0,network_element,HR services_H,network_element | network_element,AD1 | AD2,service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),allow,true,undefined,false,347 | 457 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10379,false,Access rule : insert point,154.0,2097828.15,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.120.0/24 | 10.53.130.0/24 | 10.53.222.0/24 | 10.54.135.0/24 | 10.54.200.0/24 | AI_Wireless | alex-wireless | Cairo_R&D_Team_126 | Git_Server | host-10.53.106.250 | host-10.53.230.11 | hpc cluster 2 login node | hpc cluster 4 login node | network-10.53.125.0/24 | users,network_element | network_element,AD1 | AD2,service,AD_services,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11896,false,Access rule : insert point,154.5,2099278.3,network_element | network_element | network_element | network_element | network_element | network_element,host-10.53.102.53 | vCenter Virtualization Manager | VMware Hypervisor 1 | VMware Hypervisor 2 | VMware Hypervisor 3 | VMware Hypervisor 4,network_element | network_element,AD1 | AD2,service | service | service | service,AD_services | Echo Request (Any Code) | LDAPS (TCP) | LDAPS (UDP),allow,true,undefined,false,19 | 348 | 458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11337,false,Access rule : insert point,155.0,2098690.6,network_element | network_element | network_element | network_element | network_element,10.53.106.244 | 10.53.106.247 | 10.53.106.248 | Docker Registry Server | IT Assets Inventory,network_element | network_element,AD1 | AD2,service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),allow,true,undefined,false,347 | 457 | 348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10381,false,Access rule : insert point,156.0,2097830.7,network_element | network_element,dns1 | dns2,network_element | network_element,DNSGoogle2 | DNSServer,service,DNS,allow,true,undefined,false,444,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10382,false,Access rule : insert point,157.0,2097831.6,network_element | network_element | network_element,network-10.53.105.0/24 | network-10.53.106.0/24 | network-10.53.107.0/24,network_element | network_element,dns1 | dns2,service | service | service | service,123 | DNS | NTP (TCP) | Ping,allow,true,undefined,false,444 | 362 | 453,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10383,false,Access rule : insert point,158.0,2097832.5,network_element,network-10.53.104.0/24,network_element | network_element,dns1 | dns2,service | service | service,DNS | NTP (TCP) | NTP (UDP),allow,true,undefined,false,444 | 362 | 425,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10384,false,Access rule : insert point,159.0,2097833.5,network_element | network_element,network-10.53.101.0/24 | network-10.53.102.0/24,network_element | network_element,dns1 | dns2,service | service | service,DNS | NTP (TCP) | NTP (UDP),allow,true,undefined,false,444 | 362 | 425,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11247,false,Access rule : insert point,160.0,2098593.6,network_element | network_element,AI_Wireless | Cairo_R&D_Team_126,network_element,Cairo_Printer_230,service | service | service | service | service | service,161 | 9101 | HTTP | HTTPS | JetDirect | SNMP (TCP),allow,true,undefined,false,330 | 332 | 12058 | 378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11852,false,Access rule : insert point,161.5,2099235.1,network_element,Alexandria_R&D_Team_126   ,network_element | network_element,AD1 | AD2,service,AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11687,false,Access rule : insert point,162.0,2099040.1,network_element,Alexandria_R&D_Team_126   ,network_element,R&D Machine,service,RDP remote,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11143,false,Access rule : insert point,163.0,2098521.12,network_element,10.53.106.250,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service | service | service | service,389 | 464 | 49152-65535-tcp | 88 | 88-tcp | AD_services | Kerberos | Kpasswd | LDAP (TCP) | LDAPS (with decryption) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | tcp_service_135,allow,true,undefined,false,343 | 345 | 347 | 12044 | 12038 | 12040 | 351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11682,false,Access rule : insert point,164.0,2099034.2,network_element | network_element | network_element,10.53.106.250 | 10.54.230.5 | Explatory VM,network_element | network_element,AD1 | AD2,service,AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11699,false,Access rule : insert point,165.0,2099051.1,network_element | network_element,Alexandria_IT_Admin_125 | network-10.53.125.0/24,network_element,vCenter Virtualization Manager,service,5480,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11697,false,Access rule : insert point,166.0,2099049.1,network_element,Dell Storage management,network_element,vCenter Virtualization Manager,service | service,HTTPS | tcp_service_443,allow,true,undefined,false,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11698,false,Access rule : insert point,167.0,2099050.2,network_element | network_element | network_element | network_element | network_element,vCenter Virtualization Manager | VMware Hypervisor 1 | VMware Hypervisor 2 | VMware Hypervisor 3 | VMware Hypervisor 4,network_element,Dell Storage management,service,8443,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11679,false,Access rule : insert point,168.0,2099032.9,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.106.242 | 10.58.120.0/24 | 10.58.126.0/24 | 10.58.127.0/24 | 10.58.128.0 | 10.58.129.0/24 | 10.58.130.0 | 10.58.200.0 | network-10.53.101.0/24,network_element | network_element,AD1 | AD2,service,AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11641,false,Access rule : insert point,169.0,2098992.13,network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_DB_Server | Cairo_EPM_Stg_Web_Server,network_element | network_element,AD1 | AD2,service,AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11691,false,Access rule : insert point,170.0,2099043.3,network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element,HPC Isilon Management  ,service | service,DNS | udp_service_53,allow,true,undefined,false,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11692,false,Access rule : insert point,171.0,2099044.2,network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element,HPC Imhotep Manegement Node,service | service | service | service,DNS | NTP (TCP) | NTP (UDP) | udp_service_53,allow,true,undefined,false,444 | 362 | 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11696,true,Access rule : insert point,172.0,2099048.2,network_element | network_element | network_element,Kubernetes_Master 1   | Kubernetes_Master 2 | Kubernetes_Master 3,network_element | network_element,AD1 | AD2,service | service,49152-65535-tcp | AD services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security Endpoints,10386,false,Access rule : insert point,173.0,2097835.5,,,,,,,,,,,,,-26266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10387,false,Access rule : insert point,174.0,2097836.10,network_element | network_element | network_element | network_element | network_element | network_element | network_element,AIC-CAI-IT | Cairo_EPM_Prd_DB | Cairo_EPM_Prd_Web | Cairo_EPM_Stg_DB | Cairo_EPM_Stg_Web | network-10.53.123.0/24 | network-10.53.135.0/24,network_element | network_element | network_element,10.210.225.0/255.255.255.0 | 10.210.227.0/255.255.255.0 | Kaspersky-server,service,Kaspersky-service,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10388,false,Access rule : insert point,175.0,2097837.9,network_element | network_element | network_element,10.210.225.0/255.255.255.0 | 10.210.227.0/255.255.255.0 | Kaspersky-server,network_element | network_element | network_element | network_element | network_element | network_element | network_element,AIC-CAI-IT | Cairo_EPM_Prd_DB | Cairo_EPM_Prd_Web | Cairo_EPM_Stg_DB | Cairo_EPM_Stg_Web | network-10.53.123.0/24 | network-10.53.135.0/24,service,Kaspersky-service,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10389,false,Access rule : insert point,176.0,2097838.6,network_element | network_element | network_element | network_element | network_element,AI-lab | Cairo_R&D_Team_126- | network-10.53.125.0/24 | users | wireless_subnet,network_element,Kaspersky-server,service,Kaspersky-service,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10390,false,Access rule : insert point,177.0,2097839.5,network_element,Kaspersky-server,network_element | network_element | network_element | network_element,AI-lab | Cairo_R&D_Team_126- | users | wireless_subnet,service,Kaspersky-service,allow,true,undefined,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11493,false,Access rule : insert point,178.0,2098836.3,network_element,AIC-Pool,network_element | network_element,dns1 | dns2,service | service | service | service,DNS | DNS (TCP with SafeSearch) | DNS (UDP) | tcp_service_53,allow,true,undefined,false,444 | 12069 | 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
