automatic,db_key,name,network_element_ref.class_id,network_element_ref.value,vpn_site_interface.autogenerated,vpn_site_interface.enabled,vpn_site_interface.name
true,3,Automatic Site for AIC-Context-New-2 - Primary,6 | 6 | 6 | 6 | 6 | 6 | 6,10.210.53.0/255.255.255.0 | AIC-AlexVPN | AIC-CAI-IT | Cairo_R&D_Team_126 | network-10.53.127.0/24 | network-10.53.128.0/24 | server_vlan,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,VLAN 2.101 | VLAN 2.102 | VLAN 2.103 | VLAN 2.104 | VLAN 2.105 | VLAN 2.106 | VLAN 2.107 | VLAN 2.108 | VLAN 2.109 | VLAN 2.111 | VLAN 2.112 | VLAN 2.115 | VLAN 2.116 | VLAN 2.117 | VLAN 2.118 | VLAN 2.123 | VLAN 2.135 | VLAN 2.140 | VLAN 2.145 | VLAN 2.150 | VLAN 2.151 | VLAN 2.222 | VLAN 2.223 | VLAN 3.110 | VLAN 3.180 | VLAN 3.202
