aes128_for_ike,aes128_for_ipsec,aes256_for_ike,aes256_for_ipsec,aes_gcm_256_for_ipsec,aes_gcm_for_ipsec,aes_xcbc_for_ipsec,aggressive_mode,ah_for_ipsec,blowfish_for_ike,blowfish_for_ipsec,des_for_ike,des_for_ipsec,dh_group_14_for_ike,dh_group_15_for_ike,dh_group_16_for_ike,dh_group_17_for_ike,dh_group_18_for_ike,dh_group_19_for_ike,dh_group_1_for_ike,dh_group_20_for_ike,dh_group_21_for_ike,dh_group_2_for_ike,dh_group_5_for_ike,dss_signature_for_ike,ecdsa_signature_for_ike,esp_for_ipsec,external_for_ipsec,forward_client_vpn,forward_gw_to_gw_vpn,ike_v1,ike_v2,ipcomp_deflate_for_ipsec,main_mode,md5_for_ike,md5_for_ipsec,null_for_ipsec,pfs_dh_group_14_for_ipsec,pfs_dh_group_15_for_ipsec,pfs_dh_group_16_for_ipsec,pfs_dh_group_17_for_ipsec,pfs_dh_group_18_for_ipsec,pfs_dh_group_19_for_ipsec,pfs_dh_group_1_for_ipsec,pfs_dh_group_20_for_ipsec,pfs_dh_group_21_for_ipsec,pfs_dh_group_2_for_ipsec,pfs_dh_group_5_for_ipsec,pre_shared_key_for_ike,rsa_signature_for_ike,sa_per_host,sa_per_net,sha1_for_ike,sha1_for_ipsec,sha2_for_ike,sha2_for_ipsec,sha2_ike_hash_length,sha2_ipsec_hash_length,triple_des_for_ike,triple_des_for_ipsec,vpn_client_dss_signature_for_ike,vpn_client_ecdsa_signature_for_ike,vpn_client_rsa_signature_for_ike,vpn_client_sa_per_host,vpn_client_sa_per_net
true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,256,256,false,false,false,false,true,false,true
