match_sources.match_source_ref.type,match_sources.match_source_ref.value,match_destinations.match_destination_ref.type,match_destinations.match_destination_ref.value,match_services.match_service_ref.type,match_services.match_service_ref.value,match_services.match_service_ref.ref_key,user_match.user.class_id,user_match.user.display_name,user_match.user.domain,user_match.user.ref,user_match.auth_service.ref,user_match.auth_service.ref_key,match_sources.match_source_ref.ref_key
network_element,Alex-Kubernetes,network_element,10.53.106.240,service | service,1514-1515 | 55000,,,,,,,,
network_element,Alex-Kubernetes,network_element | network_element,AD1 | AD2,service | service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | LDAPS (UDP),347 | 457 | 348 | 458,,,,,,,
network_element,AIC-Pool,network_element | network_element,10.53.126.91 | host-10.53.126.90,service | service | service,5900 | Remote Desktop | tcp_service_22,281,,,,,,,
network_element,host-10.53.106.208,network_element,host-10.53.101.248,service | service | service | service | service | service | service | service,111 | 137 | 138 | 445 | TCP_139 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element | network_element | network_element | network_element,AIC SWD | Alexandria_R&D_Team_126    | Alexandria_Software_129 | Cairo_R&D_Team_126-,network_element,host-10.53.106.208,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element,10.54.130.0 | Cairo_HPC_Team_130,network_element,host-10.53.106.208,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,host-10.53.106.208,network_element | network_element,AD1 | AD2,service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),347 | 457 | 348,,,,,,,
network_element | network_element,AIC SWD | Alexandria_Software_129,network_element,Cairo_EPM_Prd_DB_Server,service | service | service,Remote Desktop | tcp_service_443 | tcp_service_80,281,,,,,,,
network_element,10.54.130.0,network_element,host-10.53.101.248,service | service | service | service | service | service | service,111 | 137 | 138 | 445 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element,10.53.120.0/24,network_element,host-10.53.101.248,service | service | service | service | service | service | service,111 | 137 | 138 | 445 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element,AI-lab | AIC Operations | AIC SWD | AIC-CAI-IT | AIC-Pool | Cairo_R&D_Team_126,network_element,AIC Internal WAF ,service | service | service,8443 | HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element,AI-lab | AIC Operations | AIC SWD | AIC-CAI-IT | AIC-Pool | Cairo_R&D_Team_126,network_element,10.210.53.0/255.255.255.0,service | service | service,8443 | HTTP | HTTPS,330 | 332,,,,,,,
network_element,10.54.130.0,network_element,10.53.102.21,service,HTTPS,332,,,,,,,
network_element,10.54.130.0,network_element,network-10.53.106.0/24,service | service,ssh | tcp_service_22,,,,,,,,
network_element,10.54.130.0,network_element,10.53.106.100,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,10.54.130.0,network_element | network_element | network_element,10.53.106.100 | Docker Registry Server | host-10.53.106.210,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,10.54.130.0,network_element,10.53.106.240,service | service,1514-1515 | 55000,,,,,,,,
network_element,10.54.130.0,network_element,10.53.106.241,service | service | service | service,3000 | 8086 | 9090 | tcp_service_22,,,,,,,,
network_element,10.54.130.0,network_element,10.53.106.247,service | service | service,HTTP | HTTPS | tcp_service_22,330 | 332,,,,,,,
network_element,10.54.130.0,network_element,Git_Server,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,10.54.130.0,network_element,Cairo_EPM_Prd_Web_Server,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,10.54.130.0,network_element,10.53.120.0/24,service | service | service | service | service | service | service | service | service | service | service | service | service,3000 | 8000tcp | 8080 | 8081 | 8082 | 8091 | 8092 | 8888 | HTTP | HTTPS | ICMP | Remote Desktop | tcp_service_22,330 | 332 | 121 | 281,,,,,,,
network_element,10.54.130.0,network_element,hpc cluster 4 login node,service | service | service,4040 | 9090 | 9990,,,,,,,,
network_element,10.54.130.0,network_element,host-10.53.120.88,service,3000,,,,,,,,
network_element,10.54.130.0,network_element,network-10.53.127.0/24,service | service | service | service | service | service | service | service,3000 | 8000tcp | 8001-8009 | 8080 | 8081 | HTTP | HTTPS | tcp_service_22,330 | 332,,,,,,,
network_element,10.54.130.0,network_element,network-10.53.128.0/24,service | service | service | service | service | service | service,3000 | 8000tcp | 8080 | 8081 | HTTP | HTTPS | tcp_service_22,330 | 332,,,,,,,
network_element,10.54.130.0,network_element,hpc cluster 2 login node,service,8006,,,,,,,,
network_element,10.54.130.0,network_element,Windows Update Server,service | service | service,8530-8531 | HTTP | HTTPS,330 | 332,,,,,,,
network_element,10.54.130.0,network_element | network_element,dns1 | dns2,service | service | service,DNS | NTP (TCP) | NTP (UDP),444 | 362 | 425,,,,,,,
network_element,10.54.130.0,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,123 | 137 | 138 | 3268-3269 | 389 | 389/TCP | 445 | 464 | 88 | 88-tcp | Kpasswd | LDAPS (TCP) | LDAPS (UDP) | TCP_139 | tcp_service_123 | tcp_service_135 | tcp_service_53 | udp_service_135 | udp_service_53,345 | 348 | 458,,,,,,,
network_element,10.54.130.0,network_element | network_element,10.53.222.0/24 | NEW_SERVER_MGMT,service | service | service | service | service | service | service | service,8000tcp | 8080 | 8081 | HTTP | HTTPS | ICMP | Remote Desktop | tcp_service_22,330 | 332 | 121 | 281,,,,,,,
network_element,10.54.130.0,network_element | network_element,10.53.222.2 | 10.53.222.22,service,4040,,,,,,,,
network_element,10.54.130.0,network_element,network-10.53.230.0/24,service | service | service | service | service | service,161 | 9100 | 9101 | HTTP | HTTPS | TCP_161,330 | 332,,,,,,,
network_element,Cairo_HPC_Team_130,network_element,network-10.53.128.0/24,service | service,111 | udp_service_111,,,,,,,,
network_element | network_element,10.54.200.0/24 | Alexandria_R&D_Team_126   ,network_element,Cairo_EPM_Stg_Web,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element,AIC SWD | Alexandria_R&D_Team_126    | Alexandria_Software_129 | Cairo_R&D_Team_126-,network_element | network_element,10.53.222.2 | 10.53.222.22,service | service,tcp_service_443 | tcp_service_80,,,,,,,,
network_element | network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_DB_Server | Cairo_EPM_Stg_Web_Server | network-10.53.41.0/24,network_element | network_element,10.53.106.240 | Wazuh server  ,service | service,1514-1515 | 55000,,,,,,,,
network_element,host-10.53.125.124,network_element,ISE_mcit2,service,8445,,,,,,,,
network_element,10.54.230.10,network_element | network_element,AD1 | AD2,service | service,464 | Kpasswd,345,,,,,,,
network_element | network_element,AIC-CAI-IT | Alexandria_IT_Admin_125,network_element | network_element,Cairo_Office365_VM_123 | network-10.53.135.0/24,service | service | service,5985 | 5986 | 5986-tcp,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.200.0/24 | AI_Wireless | AIC Operations | alex-wireless | Alexandria_R&D_Team_126    | Cairo_HPC_Team_130 | Cairo_R&D_Team_126,network_element,Cairo_EPM_Prd_Web_Server,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,Cairo_EPM_Prd_Web_Server,network_element,Cairo_EPM_Prd_DB_Server,service | service | service,1433-TCP-UDP | 2383 | 445,,,,,,,,
network_element | network_element,Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_Web_Server,network_element,10.53.123.250,service,tcp_service_25,,,,,,,,
network_element | network_element | network_element,Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_DB_Server,network_element,network-10.53.101.0/24,service | service | service | service | service | service | service | service,137 | 138 | 139 | 445 | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_DB_Server | Cairo_EPM_Stg_Web_Server,network_element,Windows Update Server,service | service | service | service | service | service | service | service,137_TCP | 138/TCP | 445 | 8530-8531 | HTTP | HTTPS | TCP_139 | tcp_service_135,330 | 332,,,,,,,
network_element | network_element | network_element | network_element,AIC SWD | AIC-CAI-IT | Alexandria_IT_Admin_125 | Alexandria_Software_129,network_element,Cairo_EPM_Prd_Web,service | service | service,HTTP | HTTPS | Remote Desktop,330 | 332 | 281,,,,,,,
network_element | network_element,AIC-CAI-IT | Alexandria_IT_Admin_125,network_element,Cairo_EPM_Prd_DB,service | service | service,HTTP | HTTPS | Remote Desktop,330 | 332 | 281,,,,,,,
network_element | network_element | network_element | network_element | network_element,10.58.129.0/24 | 10.58.130.0 | 10.58.200.0 | AIC SWD | Alexandria_Software_129,network_element,Cairo_EPM_Stg_DB_Server,service | service | service,HTTP | HTTPS | Remote Desktop,330 | 332 | 281,,,,,,,
network_element | network_element,10.54.200.0/24 | AIC Operations,network_element,Cairo_EPM_Stg_Web_Server,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element,10.58.129.0/24 | 10.58.130.0 | 10.58.200.0 | AIC SWD | Alexandria_Software_129,network_element,Cairo_EPM_Stg_Web_Server,service | service | service,HTTP | HTTPS | Remote Desktop,330 | 332 | 281,,,,,,,
network_element | network_element,AIC-CAI-IT | Alexandria_IT_Admin_125,network_element,Cairo_EPM_Stg_Web,service | service | service,HTTP | HTTPS | Remote Desktop,330 | 332 | 281,,,,,,,
network_element,Cairo_EPM_Stg_Web_Server,network_element,Cairo_EPM_Stg_DB_Server,service | service | service | service,1434 | 2383 | 445 | tcp_service_1433,,,,,,,,
network_element,Cairo_EPM_Stg_Web_Server,network_element,network-10.53.101.0/24,service | service | service | service | service | service | service,111 | 137 | 138 | 445 | TCP_139 | udp_service_111 | udp_service_2049,,,,,,,,
network_element,Cairo_Prometheus,network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB | Cairo_EPM_Prd_Web | Cairo_EPM_Stg_DB | Cairo_EPM_Stg_Web,service | service,9100 | 9182,,,,,,,,
network_element | network_element,AIC-CAI-IT | Alexandria_IT_Admin_125,network_element,Cairo_EPM_Stg_DB,service | service | service,HTTP | HTTPS | Remote Desktop,330 | 332 | 281,,,,,,,
network_element | network_element,AIC SWD | Alexandria_Software_129,network_element,Cairo_EPM_Stg_DB_Server,service | service | service,HTTP | HTTPS | Remote Desktop,330 | 332 | 281,,,,,,,
network_element | network_element | network_element,10.53.106.242 | 10.53.106.250 | Explatory VM,network_element,network-10.53.107.0/24,service | service | service | service | service,3000-10000 | 30000-32768 | HTTP | HTTPS | tcp_service_22,330 | 332,,,,,,,
network_element,10.53.106.242,network_element | network_element,10.53.222.2 | 10.53.222.22,service,tcp_service_22,,,,,,,,
network_element | network_element,host-10.53.102.31 | host-10.53.102.32,network_element | network_element,host-10.53.106.224 | host-10.53.106.225,service | service | service,50000 | 50001 | tcp_service_22,,,,,,,,
network_element,network-10.53.125.0/24,network_element,host-10.53.106.225,service,6443,,,,,,,,
network_element,host-10.53.135.100,network_element | network_element,host-10.54.135.135 | host-10.54.135.235,service,9153,,,,,,,,
network_element | network_element | network_element,10.53.106.100 | 10.53.106.219 | 10.53.106.220,network_element,host-10.53.135.100,service | service,3000 | 9090,,,,,,,,
network_element,FAHD.mcit,network_element | network_element,SCCM Server | SCCM_Server2,service,Remote Desktop,281,,,,,,,
network_element | network_element | network_element,10.54.125.0 | 10.58.125.0./24 | network-10.53.125.0/24,network_element | network_element,SCCM Server | SCCM_Server2,service,8080,,,,,,,,
network_element | network_element | network_element,10.54.125.0 | 10.58.125.0./24 | network-10.53.125.0/24,network_element,10.53.104.60-69,service | service | service | service,623 | 623' | 664 | 664',,,,,,,,
network_element | network_element | network_element,10.54.200.0/24 | Alexandria_R&D_Team_126    | Alexandria_Software_129,network_element,SCCM Server,service,Remote Desktop,281,,,,,,,
network_element,host-10.53.135.100,network_element | network_element,10.54.135.0/24 | network-10.53.123.0/24,service | service,9100 | 9182,,,,,,,,
network_element,Cairo_R&D_Team_126-,network_element,10.54.135.0/24,service | service,3000-10000 | 30000-32768,,,,,,,,
network_element,host-10.53.135.100,network_element | network_element | network_element | network_element | network_element | network_element | network_element,Cairo_ IT_Test _115 | network-10.53.105.0/24 | network-10.53.106.0/24 | network-10.53.107.0/24 | network-10.53.123.0/24 | network-10.53.145.0/24 | network-10.53.150.0/24,service | service,9100 | 9182,,,,,,,,
network_element,network-10.53.145.0/24,network_element | network_element,dns1 | dns2,service | service | service | service | service,123 | DNS | DNS (TCP) | DNS (UDP) | tcp_service_123,444 | 321 | 414,,,,,,,
network_element,10.54.125.0,network_element,network-10.53.123.0/24,service,Remote Desktop,281,,,,,,,
network_element,10.53.222.0/24,network_element,10.53.106.241,service,3100,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.130.0/24 | AI_Wireless | AIC SWD | alex-wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126- | network-10.54.129.0/24,network_element,10.53.106.247,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element | network_element,10.54.230.30 | 10.54.230.31,network_element,10.53.123.250,service,tcp_service_25,,,,,,,,
network_element | network_element | network_element,ai_server | network-10.53.127.0/24 | network-10.53.128.0/24,network_element,ANY,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,10.53.222.22,service | service,8000tcp | tcp_service_22,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,10.53.222.2,service | service | service,8000tcp | tcp_service_22 | tcp_service_80,,,,,,,,
network_element | network_element,Alexandria_R&D_Team_126    | Cairo_R&D_Team_126,network_element,10.53.222.2,service,tcp_service_80,,,,,,,,
network_element | network_element | network_element,AIC SWD | network-10.53.107.0/24 | network-10.54.129.0/24,network_element,SW Debug VM,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element,Cairo_R&D_Team_126,network_element,102.128.176.211,service,4041,,,,,,,,
network_element,10.54.135.0/24,network_element,network-10.53.106.0/24,service | service | service | service | service | service,HTTP | HTTPS | ssh | tcp_service_22 | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element,AI_Wireless | AIC SWD | alex-wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126- | network-10.54.129.0/24,network_element,10.53.106.247,service | service | service | service | service | service,HTTP | HTTPS | ssh | tcp_service_22 | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element,AIC-Pool,network_element,10.53.106.100,service | service | service,HTTP | HTTPS | tcp_service_443,330 | 332,,,,,,,
network_element,AI_Wireless,network_element,network-10.53.127.0/24,service,tcp_service_22,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.130.0/24 | 10.54.200.0/24 | AI_Wireless | AIC Operations | AIC SWD | alex-wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126 | network-10.53.107.0/24 | network-10.53.150.0/24 | network-10.54.129.0/24,network_element,10.53.106.100,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element,AI-lab | AIC SWD | Alexandria_IT_Admin_125 | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126- | network-10.54.129.0/24,network_element,network-10.53.106.0/24,service | service,ssh | tcp_service_22,,,,,,,,
network_element,10.53.130.0/24,network_element,network-10.53.127.0/24,service | service | service | service | service | service | service | service,8000tcp | 8001-8009 | 8001-8009udp | 8080 | 8081 | tcp_service_22 | tcp_service_443 | tcp_service_80,,,,,,,,
network_element,10.53.130.0/24,network_element | network_element,10.53.120.0/24 | network-10.53.128.0/24,service | service | service | service | service | service,8000tcp | 8080 | 8081 | tcp_service_22 | tcp_service_443 | tcp_service_80,,,,,,,,
network_element,AI_Wireless,network_element,10.53.120.0/24,service | service,ICMP | tcp_service_22,121,,,,,,,
network_element | network_element,network-10.53.127.0/24 | network-10.53.128.0/24,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service | service | service,123 | 3268-3269 | 389 | 389/TCP | 445 | 49152-65535-tcp | 88 | 88-tcp | LDAPS (TCP) | tcp_service_123 | tcp_service_135 | tcp_service_53 | udp_service_53,348,,,,,,,
network_element | network_element,10.58.127.0/24 | network-10.53.127.0/24,network_element,network-10.53.222.0/24,service | service | service | service | service | service,8001-8009 | 8001-8009udp | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element | network_element | network_element,AIC Operations | AIC SWD | AIC-CAI-IT,network_element,www1.aic.gov.eg,service | service,HTTPS | tcp_service_443,332,,,,,,,
network_element,AIC SWD,network_element,host-172.26.80.129,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element | network_element,AIC SWD | AIC-CAI-IT,network_element,AIC-SP-stg,service | service | service,HTTPS | Remote Desktop | tcp_service_443,332 | 281,,,,,,,
network_element,AIC Operations,network_element,AIC-SP-stg,service | service,HTTPS | tcp_service_443,332,,,,,,,
network_element,AIC-CAI-IT,network_element | network_element,AIC-AD-01 | AIC-AD-02,service,Remote Desktop,281,,,,,,,
network_element,AIC SWD,network_element,AIC-DB-stg,service,Remote Desktop,281,,,,,,,
network_element,AIC SWD,network_element,host-10.53.129.1,service,ICMP,121,,,,,,,
network_element,AIC SWD,network_element,network-10.53.230.0/24,service | service | service | service | service | service,161 | 9100 | 9101 | TCP_161 | tcp_service_443 | tcp_service_80,,,,,,,,
network_element,AIC SWD,network_element,network-10.53.101.0/24,service | service | service | service | service | service | service | service,137 | 138 | 445 | TCP_139 | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,network-10.53.105.0/24,service | service,tcp_service_443 | tcp_service_80,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,network-10.53.107.0/24,service | service | service | service | service,3000-10000 | 30000-32768 | tcp_service_22 | tcp_service_443 | tcp_service_80,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,network-10.53.150.0/24,service | service | service,tcp_service_22 | tcp_service_443 | tcp_service_80,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element | network_element,dns1 | dns2,service | service | service | service,123 | tcp_service_123 | tcp_service_53 | udp_service_53,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,10.53.106.250,service | service | service | service | service,8080 | 8081 | 8088 | 8089 | 9000,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,102.217.68.120,service,5555,,,,,,,,
network_element,AIC SWD,network_element,Not Internal,service | service | service | service,ssh | tcp_service_22 | tcp_service_443 | tcp_service_80,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,10.53.150.245,service | service | service | service,5432 | 5555 | 8888 | 9000,,,,,,,,
network_element,network-10.54.129.0/24,network_element,10.53.106.227,service,8834,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,10.53.106.240,service | service,1514-1515 | 55000,,,,,,,,
network_element | network_element,AIC SWD | network-10.54.129.0/24,network_element,10.53.135.252-10.53.135.253,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,123 | 200 | 32683 | 389 | 389/TCP | 41952-65535 | 445 | 464 | Kpasswd | LDAPS (TCP) | tcp_service_123 | tcp_service_135 | tcp_service_53 | tcp_service_88 | udp_service_53 | udp_service_88,345 | 348,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.58.125.0./24 | 10.58.126.0/24 | 10.58.127.0/24 | 10.58.128.0 | 10.58.129.0/24 | 10.58.130.0 | 10.58.200.0 | AI_Wireless | AIC SWD | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126 | network-10.53.41.0/24,network_element,Windows Update Server,service | service | service | service | service | service | service | service,138/TCP | 445 | 8530-8531 | NetBIOS-NS (TCP) | TCP_139 | tcp_service_135 | tcp_service_443 | tcp_service_80,355,,,,,,,
network_element | network_element,10.54.125.0 | network-10.53.125.0/24,network_element,AIC SWD,service | service | service,5900 | Remote Desktop | tcp_service_22,281,,,,,,,
network_element,network-10.53.125.0/24,network_element,network-10.54.129.0/24,service | service | service,5900 | Remote Desktop | tcp_service_22,281,,,,,,,
network_element,10.53.130.0/24,network_element,10.53.222.22,service,4040,,,,,,,,
network_element,10.54.135.0/24,network_element,network-10.53.107.0/24,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element,network-10.53.106.0/24,network_element,Docker Registry Backed,service,5000,,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,10.53.106.222,service | service,5900 | Remote Desktop,281,,,,,,,
network_element,Cairo_R&D_Team_126-,network_element,3.73.48.114,service | service | service,5557 | 5559 | 7007,,,,,,,,
network_element,Cairo_R&D_Team_126-,network_element,10.53.106.222,service | service,5900 | Remote Desktop,281,,,,,,,
network_element,10.53.105.252,network_element,NLP Annotation Tool,service | service | service | service,8080 | HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element,NGINX-Reverse-Proxy-VM 1,network_element,network-10.53.107.0/24,service | service | service | service | service | service,31000-31199 | 5000-6999 | 8080 | 8081 | HTTP | HTTPS,330 | 332,,,,,,,
network_element,NGINX-Reverse-Proxy-VM 1,network_element,10.53.150.245,service | service | service | service,5432 | 5555 | 8888 | 9000,,,,,,,,
network_element,NGINX-Reverse-Proxy-VM 1,network_element,NLP Annotation Tool,service | service | service,8080 | HTTP | HTTPS,330 | 332,,,,,,,
network_element,NGINX-Reverse-Proxy-VM 1,network_element,NLP System of Estimating Alimony,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,NGINX-Reverse-Proxy-VM 1,network_element,GIS Land Incursion Data Collection,service | service | service | service,8000tcp | 8001 | HTTP | HTTPS,330 | 332,,,,,,,
network_element,NGINX-Reverse-Proxy-VM 1,network_element,NLP Annotation Server,service | service | service | service | service,10015-10016 | 9090 | 9443 | HTTP | HTTPS,330 | 332,,,,,,,
network_element,NGINX-Reverse-Proxy-VM 1,network_element,Diabetic Retinopathy Production VM,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element,10.53.130.0/24 | 10.58.130.0,network_element | network_element | network_element | network_element | network_element,10.53.120.0/24 | 10.53.222.0/24 | network-10.53.127.0/24 | network-10.53.128.0/24 | NEW_SERVER_MGMT,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,3000 | 4040 | 8000-8008/tcp | 8006 | 8006/UDP | 8080 | 8081 | 8082 | 8091 | 8092 | 8888 | 9090 | 9990 | Address Mask Reply (Any Code) | HTTP | HTTPS | Remote Desktop | SSH,2 | 330 | 332 | 281 | 380,,,,,,,
network_element | network_element | network_element,AI_Wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126,network_element,host-10.53.127.11,service | service,SSH | tcp_service_22,380,,,,,,,
network_element | network_element | network_element | network_element,10.54.200.0/24 | AI_Wireless | alex-wireless | users,network_element,10.53.106.248,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element,host-10.53.127.11,network_element | network_element,network-10.53.106.0/24 | network-10.53.107.0/24,service | service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_80,330 | 332 | 380,,,,,,,
network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element,host-10.53.127.11,service | service | service | service,123 | tcp_service_123 | tcp_service_53 | udp_service_53,,,,,,,,
network_element | network_element,Alexandria_R&D_Team_126    | Cairo_R&D_Team_126,network_element,10.53.106.242,service,6900,,,,,,,,
network_element,10.53.105.252,network_element,network-10.53.107.0/24,service | service | service | service | service | service | service,31000-31199 | 5000-6999 | 8080 | 8081 | HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element,Cairo_R&D_Team_126,network_element,10.53.106.236,service,8080,,,,,,,,
network_element,Cairo_R&D_Team_126,network_element,10.53.105.252,service | service | service | service | service | service | service,10015-10016 | 8091 | 9000 | 9443 | HTTP | HTTPS | SSH,330 | 332 | 380,,,,,,,
network_element,10.53.105.252,network_element,NLP System of Estimating Alimony,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element,10.53.106.250,network_element,10.53.101.253,service | service | service | service,Sun RPC (TCP) | Sun RPC (UDP) | tcp_service_2049 | udp_service_2049,382 | 437,,,,,,,
network_element | network_element,10.53.135.135-10.53.135.235 | 10.53.135.252-10.53.135.253,network_element | network_element | network_element,10.54.135.0/24 | network-10.53.107.0/24 | network-10.53.41.0/24,service | service | service | service | service,445 | DNS (TCP) | DNS (UDP with SafeSearch) | Microsoft-DS | SMB-TCP,321 | 12063 | 351,,,,,,,
network_element | network_element,dns1 | dns2,network_element,network-10.53.118.0/24,service | service,DNS (TCP) | DNS (UDP),321 | 414,,,,,,,
network_element,network-10.53.107.0/24,network_element | network_element,AD1 | AD2,service | service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | LDAPS (UDP),347 | 457 | 348 | 458,,,,,,,
network_element | network_element | network_element | network_element,10.54.200.0/24 | AI_Wireless | alex-wireless | users,network_element,IT Assets Inventory,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element,10.54.200.0/24 | AI_Wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126 | users,network_element,10.53.106.239,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,10.53.106.227,service,8834,,,,,,,,
network_element,10.53.105.252,network_element,10.53.150.248,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element,10.53.130.0/24,network_element,10.53.150.248,service | service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_80,330 | 332 | 380,,,,,,,
network_element,Cairo_R&D_Team_126,network_element,host-10.53.106.228,service,3000-5000,,,,,,,,
network_element | network_element,AI_Wireless | users,network_element,host-10.53.106.228,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,10.53.222.2,network_element,10.53.106.241,service | service,SSH | tcp_service_22,380,,,,,,,
network_element,10.53.222.3,network_element,10.53.106.241,service | service,SSH | tcp_service_22,380,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.130.0/24 | 10.54.135.0/24 | 10.54.200.0/24 | AI_users(1) | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126 | network-10.53.107.0/24 | network-10.53.123.0/24 | network-10.53.135.0/24 | network-10.53.150.0/24,network_element,10.53.106.240,service | service,1514-1515 | 55000,,,,,,,,
network_element,AI_users(1),network_element,10.53.150.245,service | service | service | service,5432 | 5555 | 8888 | 9000,,,,,,,,
network_element,10.53.105.252,network_element,GIS Land Incursion Data Collection,service | service | service | service | service,8000tcp | 8001 | HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element,10.53.106.242,network_element,network-10.53.107.0/24,service,31500,,,,,,,,
