comment,db_key,gateway_type_ref,gateway_type_ref_key,name,trust_all_cas,end_point.connection_type_ref,end_point.connection_type_ref_key,end_point.db_key,end_point.enabled,end_point.force_nat_t,end_point.ike_phase1_id_autogenerated,end_point.ike_phase1_id_type,end_point.ipsec_vpn,end_point.name,end_point.nat_t,end_point.ssl_vpn_portal,end_point.ssl_vpn_tunnel,end_point.tcp_tunneling,end_point.mvia_address.address
Represents all VPN clients,2,Forcepoint VPN Client 6.7,32,VPN Client,true,Active | Active,1 | 1,1 | 2,true | true,false | false,true | true,Distinguished Name | Distinguished Name,true | true,VPN Client IPv4 | VPN Client IPv6,false | false,false | false,true | false,false | false,First DHCP Interface ip | Second DHCP Interface slaac ip
