antivirus,auto_certificate,auto_site_content,db_key,firewall,gateway_type_ref,gateway_type_ref_key,name,rank,ssl_vpn_port_number,trust_all_cas,vpn_client_mode,windows-update,end_point.connection_type_ref,end_point.connection_type_ref_key,end_point.db_key,end_point.enabled,end_point.force_nat_t,end_point.ike_phase1_id_autogenerated,end_point.ike_phase1_id_type,end_point.ipsec_vpn,end_point.nat_t,end_point.ssl_vpn_portal,end_point.ssl_vpn_tunnel,end_point.tcp_tunneling,end_point.mvia_address.address,certificate_authority_ref.class_id,certificate_authority_ref.ref,dhcp_client_config.dhcp_add_info,dhcp_client_config.dhcp_client_enabled,dhcp_client_config.dhcp_client_mode,dhcp_client_config.max_packet_size,dhcp_client_config.restricted_address_enabled,dhcp_client_config.use_arp_proxy_enabled,dhcp_client_config.dhcp_server_ref.value,dhcp_client_config.dhcp_client_interface.address,vpn_site.automatic,vpn_site.db_key,vpn_site.name,vpn_site.network_element_ref.class_id,vpn_site.network_element_ref.value,vpn_site.vpn_site_interface.autogenerated,vpn_site.vpn_site_interface.enabled,vpn_site.vpn_site_interface.name,tunneling_setting.renegociation_timeout,tunneling_setting.ssl_3_0,tunneling_setting.tls_1_0,tunneling_setting.tls_1_1,tunneling_setting.tls_1_2,proxy_setting.renegociation_timeout,proxy_setting.ssl_3_0,proxy_setting.tls_1_0,proxy_setting.tls_1_1,proxy_setting.tls_1_2
false,true,true,4,false,Forcepoint NGFW 6.1 - 6.10,30,AIC-Context-New-2 - Primary,1,443,true,2,false,Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active | Active,1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,99 | 167 | 81 | 82 | 83 | 84 | 85 | 86 | 87 | 88 | 160 | 161 | 101 | 162 | 163 | 89 | 165 | 166 | 164 | 91 | 94 | 95 | 96 | 157 | 104 | 105 | 97 | 98,true | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false,false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address | IP Address,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false | false,10.53.30.1 | 10.53.41.1 | 10.53.74.1 | 10.53.101.1 | 10.53.102.1 | 10.53.103.1 | 10.53.104.1 | 10.53.105.1 | 10.53.106.1 | 10.53.107.1 | 10.53.108.1 | 10.53.109.1 | 10.53.110.1 | 10.53.111.1 | 10.53.112.1 | 10.53.115.1 | 10.53.116.1 | 10.53.117.1 | 10.53.118.1 | 10.53.123.1 | 10.53.135.1 | 10.53.140.1 | 10.53.145.1 | 10.53.150.1 | 10.53.180.1 | 10.53.202.1 | 10.53.222.1 | 10.53.223.1,1202 | 1202 | 1202 | 1202,Internal RSA CA for Gateways 20201129 (imported) | Internal RSA CA for Gateways 20201129 (imported) (1) | Internal RSA CA for Gateways 20201129 (imported) (2) | Internal RSA CA for Gateways 20220622,0,true,2,576,true,false,AIC-DHCP | AIC_DHCP_secondary,10.53.30.1,true,3,Automatic Site for AIC-Context-New-2 - Primary,6 | 6 | 6 | 6 | 6 | 6 | 6,10.210.53.0/255.255.255.0 | AIC-AlexVPN | AIC-CAI-IT | Cairo_R&D_Team_126 | network-10.53.127.0/24 | network-10.53.128.0/24 | server_vlan,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true | true,VLAN 2.101 | VLAN 2.102 | VLAN 2.103 | VLAN 2.104 | VLAN 2.105 | VLAN 2.106 | VLAN 2.107 | VLAN 2.108 | VLAN 2.109 | VLAN 2.111 | VLAN 2.112 | VLAN 2.115 | VLAN 2.116 | VLAN 2.117 | VLAN 2.118 | VLAN 2.123 | VLAN 2.135 | VLAN 2.140 | VLAN 2.145 | VLAN 2.150 | VLAN 2.151 | VLAN 2.222 | VLAN 2.223 | VLAN 3.110 | VLAN 3.180 | VLAN 3.202,28800,false,false,false,true,7200,false,false,false,true
